date,tournament,round,player_1,player_2,surface,event_ticker,match_start_time_ct,early_morning_flag,recommended_player,model_predicted_probability,evening_kalshi_price,morning_kalshi_price,edge_pct,confidence_tier,recommended_bet_size,actual_bet_placed,match_result_winner,prediction_correct,profit_or_loss,running_bankroll,running_roi,brier_score_that_day
2026-07-27,Washington,R32,Lorenzo Musetti,Matteo Arnaldi,Hard,KXATPMATCH-26JUL27ARNMUS,2026-07-27 12:00 PM CDT,False,Lorenzo Musetti,0.7206,0.61,,11.06,HIGH_CONVICTION,144.0,,,,,,,
